Video ID,Title,Upload Date,Video Type,Duration,Duration in s,View Count,Like Count,Comment Count
2RaJ1JSWDZw,🔴LIVE - PLAYING PAPER.IO FOR FIRST TIME EVER!,2025-05-10,Livestream,Currently live,Currently live,3806,2593,0
7spN897yv48,🔴LIVE - BIRTHDAY STREAM!,2025-05-10,Livestream,1H25M41S,5141,99547,1411,0
O3PBzfFEnYk,🔴LIVE - PLAYING MERGE FELLAS FOR FIRST TIME EVER!,2025-05-09,Livestream,1H8M50S,4130,54768,324,0
emIoxV5frhg,🔴LIVE - #1 UNREAL RANKED SOLO PLAYER!,2025-05-09,Livestream,1H10M30S,4230,22506,416,Disabled
esbmZ_AhMcY,🔴LIVE - #1 UNREAL RANKED SOLO PLAYER!,2025-05-08,Livestream,2H38M25S,9505,14902,199,3
LoTtdQHg_Zg,shogun is actually hard to defeat..#fortnite #fortniteclips #norgotor,2025-05-07,Short,38S,38,11368,Disabled,11
3SMVXPjqARg,🔴LIVE - #1 UNREAL RANKED SOLO PLAYER!,2025-05-07,Livestream,2H4M31S,7471,30253,1025,Disabled
aXnYytJSd0s,🔴LIVE - #1 UNREAL RANKED SOLO PLAYER!,2025-05-06,Livestream,1H13M42S,4422,15960,186,0
tev0EsAFxJE,🔴LIVE - #1 UNREAL RANKED SOLO PLAYER!,2025-05-05,Livestream,2H59M59S,10799,27420,406,1
jj9dLPdEUos,This Season Is..,2025-05-04,Long Form,8M4S,484,461,18,12
ivKSFy4a95s,we had a star wars fight In Fortnite #fortnite #fortniteclips #fortnitemontage,2025-05-04,Short,42S,42,7699,Disabled,10
TMtKbce_2Yo,🔴LIVE - PLAYING WITH SUBSCRIBERS!,2025-05-04,Livestream,1H39M34S,5974,26501,497,0
AhnPlU9BGoU,🔴LIVE - NEW SEASON 3 STAR WARS UPDATE!,2025-05-03,Livestream,1H11M22S,4282,125,11,0
u3vlBEysc_E,New BEST secret Landing spot to reach unreal 🤯🤩 #fortnite #fortniteclips #shorts,2025-05-02,Short,11S,11,3877,Disabled,34
G99vwwdFOVo,🔴LIVE - NEW SEASON 3 STAR WARS UPDATE!,2025-05-02,Livestream,13M19S,799,50,5,Disabled
XSxkz57pG2s,🔴LIVE - #1 UNREAL RANKED SOLO PLAYER!,2025-05-02,Livestream,1H18M17S,4697,105,11,0
czmC_qhR1UI,🔴LIVE - PLAYING WITH VIEWERS!,2025-05-01,Livestream,1H4M41S,3881,103,10,1
J3cjXty_GFg,🔴LIVE - PLAYING WITH VIEWERS!,2025-05-01,Livestream,1H30M16S,5416,123,14,2
LlefTAoPicU,🔴LIVE - #1 UNREAL RANKED SOLO PLAYER!,2025-04-29,Livestream,5H30M45S,19845,126142,451,0
GsLN12Ennp0,his warm up 🫣: #fortnite #fortnitestream #fortniteclips,2025-04-28,Short,16S,16,18140,203,23
yLK1NQAaHi4,🔴LIVE - #1 UNREAL RANKED SOLO PLAYER!,2025-04-28,Livestream,3H44M42S,13482,112107,529,0
bUuBXoClTJ4,That one teammate 💀😭 #fortnite #fnmmemes #fortniteclips,2025-04-27,Short,11S,11,31090,Disabled,12
wtdV6kBU-xA,playing on Brazilian servers be like: #fortnite #fortnitestreamer #fortnitefunny,2025-04-26,Short,21S,21,2020,Disabled,15
ULQOBX6vWqE,🔴LIVE - #1 UNREAL RANKED SOLO PLAYER,2025-04-25,Livestream,2H5M43S,7543,9174,113,0
lswvuGKS31c,🔴LIVE - #1 UNREAL RANKED SOLO PLAYER,2025-04-25,Livestream,42M25S,2545,2963,43,Disabled
cAoN_8BX47E,🔴LIVE - #1 UNREAL RANKED SOLO PLAYER,2025-04-25,Livestream,27M45S,1665,2460,43,Disabled
mPTRwdqo4x8,🔴LIVE - PLAYING FORTNITE RELOAD AND BATTLE ROYALE!,2025-04-24,Livestream,1H23M37S,5017,4410,51,Disabled
7-wRVDF0blA,Part 2 | we had a mortal Kombat fight In Fortnite #fortnite #fortnitebattleroyale #fortnitemontage,2025-04-23,Short,36S,36,6979,Disabled,10
wOqzqrtdDsY,I'm not teaming with bro😭❤️‍🩹 #fortnite #fortniteclips #viral #norgotor,2025-04-23,Short,7S,7,35621,Disabled,7
ccuTyajAn6I,"""ohh wait let me finish you first"" Ahh gameplay 😭 #fortnite #fortnitefunny #fortniteclips",2025-04-22,Short,12S,12,9439,Disabled,5
iY1gt-EY-CM,Reload zero build 🤣 #fortnite #fortnitememes #fortnitefunny #fortnitebr,2025-04-21,Short,41S,41,4259,Disabled,9
QydtWvnI2pM,BEST Way to get the scorpion's medallion 🤩🔥🦂 #fortnite #fortniteclips #fortnitetips,2025-04-20,Short,18S,18,7226,Disabled,14
ZT7vTuFRlNQ,🔴LIVE - PLAYING FORTNITE RELOAD AND BATTLE ROYALE!,2025-04-20,Livestream,1H30M44S,5444,6658,93,Disabled
-zM-I03b33E,never landing on black market 😔 #fortnite #fortnitefunny #viral,2025-04-18,Short,24S,24,10086,Disabled,13
YkCm6D5DEB0,Fortnite Gods blessed me,2025-04-17,Long Form,9M26S,566,379,12,17
n-35r93Fd1E,New Fortnite Reload update 💀😭 #fortnite #fortniteclips  #shortsfeed,2025-04-16,Short,20S,20,41251,Disabled,8
SubRtgHFmLo,🔴LIVE - *NEW* FORTNITE RELOAD UPDATE!,2025-04-16,Livestream,1H17M14S,4634,3297,55,Disabled
5z_zBg04Cr8,🔴LIVE - PLAYING FORTNITE RELOAD WITH SUBSCRIBERS!,2025-04-15,Livestream,55M49S,3349,4572,56,Disabled
DyjuF4w056k,Fortnite Miku Vs Sabrina #fortnite #fortniteclips #fortnitemontage #shorts,2025-04-14,Short,15S,15,3454,Disabled,34
GFJnguwAXP8,When you're locked In 🤣😭 #fortnite #fortniteclips #fortnitememes,2025-04-14,Short,15S,15,6425,Disabled,15
yxIDVY4YwWA,these vault campers 😭 #fortnite #fortniteclips #fortnitefunny,2025-04-13,Short,9S,9,9010,Disabled,12
aghDNCsO8Yk,bro's loot 💀😭 #fortnite #fortniteclips #viral,2025-04-13,Short,8S,8,7617,Disabled,11
